YEAR,MONTH,DAY_OF_MONTH,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,DEP_DELAY,DEP_DELAY_NEW,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2022,7,10,WN,LAX,CA,OGG,HI,-2,0,-10,0,0,,0,,,,,
2022,7,10,WN,LGB,CA,HNL,HI,73,73,66,66,0,,0,0,0,11,0,55
2022,7,10,WN,LGB,CA,OGG,HI,96,96,81,81,0,,0,29,0,0,0,52
2022,7,10,WN,LIH,HI,HNL,HI,-4,0,-7,0,0,,0,,,,,
2022,7,10,WN,LIH,HI,HNL,HI,-1,0,-2,0,0,,0,,,,,
2022,7,10,WN,LIH,HI,HNL,HI,7,7,5,5,0,,0,,,,,
2022,7,10,WN,LIH,HI,HNL,HI,41,41,44,44,0,,0,0,0,3,0,41
2022,7,10,WN,LIH,HI,HNL,HI,112,112,114,114,0,,0,0,0,2,0,112
2022,7,10,WN,LIH,HI,LAS,NV,-7,0,-6,0,0,,0,,,,,
2022,7,10,WN,LIH,HI,LAX,CA,314,314,305,305,0,,0,305,0,0,0,0
2022,7,10,WN,LIH,HI,OAK,CA,-7,0,3,3,0,,0,,,,,
2022,7,10,WN,LIH,HI,OGG,HI,51,51,47,47,0,,0,47,0,0,0,0
2022,7,10,WN,LIH,HI,SJC,CA,36,36,33,33,0,,0,33,0,0,0,0
2022,7,10,WN,OAK,CA,HNL,HI,5,5,-21,0,0,,0,,,,,
2022,7,10,WN,OAK,CA,HNL,HI,16,16,0,0,0,,0,,,,,
2022,7,10,WN,OAK,CA,KOA,HI,0,0,-19,0,0,,0,,,,,
2022,7,10,WN,OAK,CA,LIH,HI,6,6,-17,0,0,,0,,,,,
2022,7,10,WN,OAK,CA,OGG,HI,-3,0,-13,0,0,,0,,,,,
2022,7,10,WN,OAK,CA,OGG,HI,-1,0,-22,0,0,,0,,,,,
2022,7,10,WN,OGG,HI,HNL,HI,,,,,1,A,0,,,,,
2022,7,10,WN,OGG,HI,HNL,HI,,,,,1,A,0,,,,,
2022,7,10,WN,OGG,HI,HNL,HI,-3,0,-3,0,0,,0,,,,,
2022,7,10,WN,OGG,HI,HNL,HI,0,0,-9,0,0,,0,,,,,
2022,7,10,WN,OGG,HI,HNL,HI,4,4,-1,0,0,,0,,,,,
2022,7,10,WN,OGG,HI,HNL,HI,4,4,4,4,0,,0,,,,,
2022,7,10,WN,OGG,HI,HNL,HI,21,21,24,24,0,,0,8,0,3,0,13
2022,7,10,WN,OGG,HI,HNL,HI,64,64,58,58,0,,0,0,0,0,0,58
2022,7,10,WN,OGG,HI,KOA,HI,-1,0,-3,0,0,,0,,,,,
2022,7,10,WN,OGG,HI,KOA,HI,82,82,78,78,0,,0,0,0,0,0,78
2022,7,10,WN,OGG,HI,LAS,NV,-7,0,30,30,0,,0,0,0,30,0,0
2022,7,10,WN,OGG,HI,LAS,NV,3,3,1,1,0,,0,,,,,
2022,7,10,WN,OGG,HI,LAX,CA,44,44,46,46,0,,0,0,0,2,0,44
2022,7,10,WN,OGG,HI,LGB,CA,9,9,9,9,0,,0,,,,,
2022,7,10,WN,OGG,HI,LIH,HI,50,50,46,46,0,,0,3,0,0,0,43
2022,7,10,WN,OGG,HI,OAK,CA,34,34,23,23,0,,0,23,0,0,0,0
2022,7,10,WN,OGG,HI,OAK,CA,39,39,38,38,0,,0,38,0,0,0,0
2022,7,10,WN,OGG,HI,PHX,AZ,-5,0,-8,0,0,,0,,,,,
2022,7,10,WN,OGG,HI,SJC,CA,-6,0,-6,0,0,,0,,,,,
2022,7,10,WN,OGG,HI,SJC,CA,33,33,34,34,0,,0,18,0,1,0,15
2022,7,10,WN,OGG,HI,SMF,CA,0,0,2,2,0,,0,,,,,
2022,7,10,WN,PHX,AZ,HNL,HI,1,1,-2,0,0,,0,,,,,
2022,7,10,WN,PHX,AZ,OGG,HI,5,5,70,70,0,,0,0,0,70,0,0
2022,7,10,WN,SAN,CA,HNL,HI,-5,0,-3,0,0,,0,,,,,
2022,7,10,WN,SAN,CA,HNL,HI,-4,0,-23,0,0,,0,,,,,
2022,7,10,WN,SJC,CA,HNL,HI,-5,0,-25,0,0,,0,,,,,
2022,7,10,WN,SJC,CA,HNL,HI,-2,0,-22,0,0,,0,,,,,
2022,7,10,WN,SJC,CA,KOA,HI,0,0,-19,0,0,,0,,,,,
2022,7,10,WN,SJC,CA,LIH,HI,2,2,-9,0,0,,0,,,,,
2022,7,10,WN,SJC,CA,OGG,HI,-7,0,-27,0,0,,0,,,,,
2022,7,10,WN,SJC,CA,OGG,HI,-3,0,-17,0,0,,0,,,,,
2022,7,10,WN,SMF,CA,HNL,HI,14,14,-11,0,0,,0,,,,,
2022,7,10,WN,SMF,CA,OGG,HI,0,0,15,15,0,,0,0,0,15,0,0
2022,7,11,AA,DFW,TX,HNL,HI,-6,0,-16,0,0,,0,,,,,
2022,7,11,AA,DFW,TX,HNL,HI,-3,0,-17,0,0,,0,,,,,
2022,7,11,AA,DFW,TX,OGG,HI,-9,0,10,10,0,,0,,,,,
2022,7,11,AA,DFW,TX,OGG,HI,-2,0,-11,0,0,,0,,,,,
2022,7,11,AA,HNL,HI,DFW,TX,-8,0,-13,0,0,,0,,,,,
2022,7,11,AA,HNL,HI,DFW,TX,-4,0,-9,0,0,,0,,,,,
2022,7,11,AA,HNL,HI,LAX,CA,-9,0,-17,0,0,,0,,,,,
2022,7,11,AA,HNL,HI,LAX,CA,-3,0,-4,0,0,,0,,,,,
2022,7,11,AA,HNL,HI,LAX,CA,201,201,207,207,0,,0,201,0,6,0,0
2022,7,11,AA,HNL,HI,PHX,AZ,-6,0,-9,0,0,,0,,,,,
2022,7,11,AA,HNL,HI,PHX,AZ,9,9,1,1,0,,0,,,,,
2022,7,11,AA,KOA,HI,LAX,CA,-13,0,-17,0,0,,0,,,,,
2022,7,11,AA,KOA,HI,LAX,CA,-8,0,-10,0,0,,0,,,,,
2022,7,11,AA,KOA,HI,PHX,AZ,-14,0,-21,0,0,,0,,,,,
2022,7,11,AA,LAX,CA,HNL,HI,-5,0,-27,0,0,,0,,,,,
2022,7,11,AA,LAX,CA,HNL,HI,-4,0,-16,0,0,,0,,,,,
2022,7,11,AA,LAX,CA,HNL,HI,186,186,198,198,0,,0,0,0,12,0,186
2022,7,11,AA,LAX,CA,KOA,HI,-5,0,-27,0,0,,0,,,,,
2022,7,11,AA,LAX,CA,KOA,HI,5,5,-6,0,0,,0,,,,,
2022,7,11,AA,LAX,CA,LIH,HI,-9,0,-31,0,0,,0,,,,,
2022,7,11,AA,LAX,CA,LIH,HI,101,101,102,102,0,,0,0,0,1,0,101
2022,7,11,AA,LAX,CA,OGG,HI,-10,0,-22,0,0,,0,,,,,
2022,7,11,AA,LAX,CA,OGG,HI,4,4,-8,0,0,,0,,,,,
2022,7,11,AA,LIH,HI,LAX,CA,-11,0,-11,0,0,,0,,,,,
2022,7,11,AA,LIH,HI,LAX,CA,84,84,107,107,0,,0,0,0,23,0,84
2022,7,11,AA,LIH,HI,PHX,AZ,-12,0,-6,0,0,,0,,,,,
2022,7,11,AA,OGG,HI,DFW,TX,-6,0,-22,0,0,,0,,,,,
2022,7,11,AA,OGG,HI,DFW,TX,-1,0,-13,0,0,,0,,,,,
2022,7,11,AA,OGG,HI,LAX,CA,-9,0,-11,0,0,,0,,,,,
2022,7,11,AA,OGG,HI,LAX,CA,-1,0,17,17,0,,0,0,0,17,0,0
2022,7,11,AA,OGG,HI,PHX,AZ,-9,0,-11,0,0,,0,,,,,
2022,7,11,AA,OGG,HI,PHX,AZ,-6,0,-4,0,0,,0,,,,,
2022,7,11,AA,PHX,AZ,HNL,HI,-6,0,-18,0,0,,0,,,,,
2022,7,11,AA,PHX,AZ,HNL,HI,26,26,-13,0,0,,0,,,,,
2022,7,11,AA,PHX,AZ,KOA,HI,-3,0,-11,0,0,,0,,,,,
2022,7,11,AA,PHX,AZ,LIH,HI,-6,0,-27,0,0,,0,,,,,
2022,7,11,AA,PHX,AZ,OGG,HI,-9,0,-44,0,0,,0,,,,,
2022,7,11,AA,PHX,AZ,OGG,HI,-5,0,-7,0,0,,0,,,,,
2022,7,11,AS,HNL,HI,LAX,CA,18,18,13,13,0,,0,,,,,
2022,7,11,AS,HNL,HI,PDX,OR,11,11,-2,0,0,,0,,,,,
2022,7,11,AS,HNL,HI,SAN,CA,30,30,37,37,0,,0,0,0,7,0,30
2022,7,11,AS,HNL,HI,SEA,WA,-17,0,-26,0,0,,0,,,,,
2022,7,11,AS,HNL,HI,SEA,WA,-3,0,8,8,0,,0,,,,,
2022,7,11,AS,HNL,HI,SEA,WA,2,2,2,2,0,,0,,,,,
2022,7,11,AS,HNL,HI,SFO,CA,-6,0,-9,0,0,,0,,,,,
2022,7,11,AS,HNL,HI,SJC,CA,73,73,81,81,0,,0,73,0,8,0,0
2022,7,11,AS,KOA,HI,SAN,CA,78,78,67,67,0,,0,18,0,0,0,49
2022,7,11,AS,KOA,HI,SEA,WA,-17,0,-32,0,0,,0,,,,,
2022,7,11,AS,KOA,HI,SEA,WA,-2,0,-18,0,0,,0,,,,,
2022,7,11,AS,KOA,HI,SEA,WA,20,20,3,3,0,,0,,,,,
2022,7,11,AS,KOA,HI,SJC,CA,3,3,-4,0,0,,0,,,,,
2022,7,11,AS,LAX,CA,HNL,HI,-6,0,42,42,0,,0,0,0,42,0,0
2022,7,11,AS,LAX,CA,OGG,HI,-14,0,-33,0,0,,0,,,,,
2022,7,11,AS,LIH,HI,SAN,CA,-3,0,-6,0,0,,0,,,,,
2022,7,11,AS,LIH,HI,SEA,WA,-2,0,-15,0,0,,0,,,,,
2022,7,11,AS,LIH,HI,SEA,WA,20,20,11,11,0,,0,,,,,
2022,7,11,AS,LIH,HI,SJC,CA,-9,0,-11,0,0,,0,,,,,
2022,7,11,AS,OGG,HI,LAX,CA,-5,0,-1,0,0,,0,,,,,
2022,7,11,AS,OGG,HI,PDX,OR,-7,0,-12,0,0,,0,,,,,
2022,7,11,AS,OGG,HI,SAN,CA,-7,0,-3,0,0,,0,,,,,
2022,7,11,AS,OGG,HI,SEA,WA,-9,0,-16,0,0,,0,,,,,
2022,7,11,AS,OGG,HI,SEA,WA,-6,0,-28,0,0,,0,,,,,
2022,7,11,AS,OGG,HI,SEA,WA,0,0,21,21,0,,0,0,0,21,0,0
2022,7,11,AS,OGG,HI,SFO,CA,-5,0,-11,0,0,,0,,,,,
2022,7,11,AS,OGG,HI,SJC,CA,-5,0,-12,0,0,,0,,,,,
2022,7,11,AS,PDX,OR,HNL,HI,1,1,-11,0,0,,0,,,,,
2022,7,11,AS,PDX,OR,OGG,HI,-3,0,-25,0,0,,0,,,,,
2022,7,11,AS,SAN,CA,HNL,HI,-6,0,13,13,0,,0,,,,,
2022,7,11,AS,SAN,CA,KOA,HI,-5,0,-19,0,0,,0,,,,,
2022,7,11,AS,SAN,CA,LIH,HI,-1,0,-22,0,0,,0,,,,,
2022,7,11,AS,SAN,CA,OGG,HI,-2,0,-17,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,HNL,HI,-7,0,-22,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,HNL,HI,-3,0,-18,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,HNL,HI,9,9,-4,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,KOA,HI,-8,0,9,9,0,,0,,,,,
2022,7,11,AS,SEA,WA,KOA,HI,-3,0,-14,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,KOA,HI,56,56,51,51,0,,0,51,0,0,0,0
2022,7,11,AS,SEA,WA,LIH,HI,2,2,-6,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,LIH,HI,42,42,28,28,0,,0,28,0,0,0,0
2022,7,11,AS,SEA,WA,OGG,HI,-8,0,-15,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,OGG,HI,-3,0,-12,0,0,,0,,,,,
2022,7,11,AS,SEA,WA,OGG,HI,-2,0,-11,0,0,,0,,,,,
2022,7,11,AS,SFO,CA,HNL,HI,0,0,-19,0,0,,0,,,,,
2022,7,11,AS,SFO,CA,OGG,HI,-5,0,-8,0,0,,0,,,,,
2022,7,11,AS,SJC,CA,HNL,HI,36,36,31,31,0,,0,31,0,0,0,0
2022,7,11,AS,SJC,CA,KOA,HI,-3,0,-10,0,0,,0,,,,,
2022,7,11,AS,SJC,CA,LIH,HI,-6,0,-17,0,0,,0,,,,,
2022,7,11,AS,SJC,CA,OGG,HI,-9,0,-29,0,0,,0,,,,,
2022,7,11,DL,ATL,GA,HNL,HI,104,104,84,84,0,,0,84,0,0,0,0
2022,7,11,DL,HNL,HI,ATL,GA,21,21,24,24,0,,0,0,0,3,0,21
2022,7,11,DL,HNL,HI,LAX,CA,-7,0,-15,0,0,,0,,,,,
2022,7,11,DL,HNL,HI,LAX,CA,-4,0,-14,0,0,,0,,,,,
2022,7,11,DL,HNL,HI,LAX,CA,1,1,-2,0,0,,0,,,,,
2022,7,11,DL,HNL,HI,SEA,WA,-7,0,-21,0,0,,0,,,,,
2022,7,11,DL,HNL,HI,SLC,UT,-5,0,-9,0,0,,0,,,,,
2022,7,11,DL,KOA,HI,LAX,CA,1,1,3,3,0,,0,,,,,
2022,7,11,DL,LAX,CA,HNL,HI,-1,0,-8,0,0,,0,,,,,
2022,7,11,DL,LAX,CA,HNL,HI,-1,0,-7,0,0,,0,,,,,
2022,7,11,DL,LAX,CA,HNL,HI,0,0,-20,0,0,,0,,,,,
2022,7,11,DL,LAX,CA,KOA,HI,-5,0,-25,0,0,,0,,,,,
2022,7,11,DL,LAX,CA,LIH,HI,34,34,29,29,0,,0,29,0,0,0,0
2022,7,11,DL,LAX,CA,OGG,HI,-3,0,-30,0,0,,0,,,,,
2022,7,11,DL,LAX,CA,OGG,HI,0,0,-19,0,0,,0,,,,,
2022,7,11,DL,LIH,HI,LAX,CA,-14,0,-28,0,0,,0,,,,,
2022,7,11,DL,LIH,HI,SEA,WA,-10,0,-14,0,0,,0,,,,,
2022,7,11,DL,OGG,HI,LAX,CA,-5,0,-6,0,0,,0,,,,,
2022,7,11,DL,OGG,HI,LAX,CA,-4,0,-2,0,0,,0,,,,,
2022,7,11,DL,SEA,WA,HNL,HI,144,144,137,137,0,,0,137,0,0,0,0
2022,7,11,DL,SEA,WA,LIH,HI,-3,0,-8,0,0,,0,,,,,
2022,7,11,DL,SLC,UT,HNL,HI,74,74,51,51,0,,0,51,0,0,0,0
2022,7,11,HA,BOS,MA,HNL,HI,1,1,-21,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,AUS,TX,-1,0,-16,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,BOS,MA,-8,0,-8,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,-5,0,-8,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,-5,0,-1,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,-5,0,4,4,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,-4,0,-8,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,-2,0,-1,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,-1,0,-5,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,3,3,8,8,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,4,4,2,2,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,5,5,11,11,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,6,6,3,3,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,8,8,3,3,0,,0,,,,,
2022,7,11,HA,HNL,HI,ITO,HI,11,11,19,19,0,,0,19,0,0,0,0
2022,7,11,HA,HNL,HI,ITO,HI,21,21,20,20,0,,0,20,0,0,0,0
2022,7,11,HA,HNL,HI,JFK,NY,7,7,15,15,0,,0,15,0,0,0,0
2022,7,11,HA,HNL,HI,KOA,HI,-10,0,-14,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,-7,0,-6,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,-6,0,-11,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,-6,0,-5,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,-2,0,-5,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,0,0,-4,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,0,0,-2,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,0,0,0,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,0,0,0,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,0,0,2,2,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,1,1,-5,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,6,6,4,4,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,9,9,8,8,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,10,10,12,12,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,10,10,14,14,0,,0,,,,,
2022,7,11,HA,HNL,HI,KOA,HI,18,18,17,17,0,,0,17,0,0,0,0
2022,7,11,HA,HNL,HI,KOA,HI,19,19,16,16,0,,0,16,0,0,0,0
2022,7,11,HA,HNL,HI,LAS,NV,-1,0,-1,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LAS,NV,0,0,-4,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LAS,NV,4,4,5,5,0,,0,,,,,
2022,7,11,HA,HNL,HI,LAX,CA,-2,0,-6,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LAX,CA,-1,0,-4,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LAX,CA,15,15,15,15,0,,0,15,0,0,0,0
2022,7,11,HA,HNL,HI,LGB,CA,26,26,27,27,0,,0,27,0,0,0,0
2022,7,11,HA,HNL,HI,LIH,HI,-9,0,-13,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,-7,0,-7,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,-6,0,2,2,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,-4,0,1,1,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,-2,0,3,3,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,-1,0,-1,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,1,1,-2,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,2,2,-3,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,3,3,5,5,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,4,4,4,4,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,6,6,1,1,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,8,8,6,6,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,8,8,8,8,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,9,9,11,11,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,11,11,10,10,0,,0,,,,,
2022,7,11,HA,HNL,HI,LIH,HI,19,19,17,17,0,,0,11,0,0,0,6
2022,7,11,HA,HNL,HI,LIH,HI,19,19,17,17,0,,0,17,0,0,0,0
2022,7,11,HA,HNL,HI,OAK,CA,1,1,3,3,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-7,0,-7,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-5,0,-6,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-5,0,-3,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-4,0,-8,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-4,0,-7,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-4,0,-4,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-3,0,20,20,0,,0,20,0,0,0,0
2022,7,11,HA,HNL,HI,OGG,HI,-2,0,9,9,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-2,0,11,11,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,-1,0,-5,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,1,1,-5,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,3,3,-3,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,4,4,4,4,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,4,4,14,14,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,5,5,6,6,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,5,5,8,8,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,6,6,4,4,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,7,7,5,5,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,9,9,2,2,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,12,12,8,8,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,12,12,15,15,0,,0,15,0,0,0,0
2022,7,11,HA,HNL,HI,OGG,HI,13,13,8,8,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,14,14,8,8,0,,0,,,,,
2022,7,11,HA,HNL,HI,OGG,HI,15,15,11,11,0,,0,,,,,
2022,7,11,HA,HNL,HI,ONT,CA,6,6,16,16,0,,0,16,0,0,0,0
2022,7,11,HA,HNL,HI,PDX,OR,4,4,1,1,0,,0,,,,,
2022,7,11,HA,HNL,HI,PHX,AZ,-6,0,-9,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,PPG,TT,6,6,23,23,0,,0,23,0,0,0,0
2022,7,11,HA,HNL,HI,SAN,CA,35,35,27,27,0,,0,27,0,0,0,0
2022,7,11,HA,HNL,HI,SEA,WA,-5,0,-12,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,SFO,CA,12,12,6,6,0,,0,,,,,
2022,7,11,HA,HNL,HI,SFO,CA,24,24,22,22,0,,0,22,0,0,0,0
2022,7,11,HA,HNL,HI,SJC,CA,8,8,-5,0,0,,0,,,,,
2022,7,11,HA,HNL,HI,SMF,CA,-1,0,9,9,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-6,0,-9,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-6,0,-6,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-6,0,-1,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-6,0,0,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-5,0,-2,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-5,0,-1,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-5,0,7,7,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-4,0,-8,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-4,0,0,0,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,-3,0,1,1,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,0,0,8,8,0,,0,,,,,
2022,7,11,HA,ITO,HI,HNL,HI,19,19,20,20,0,,0,1,0,0,0,19
2022,7,11,HA,ITO,HI,HNL,HI,22,22,24,24,0,,0,5,0,0,0,19
2022,7,11,HA,ITO,HI,OGG,HI,-2,0,-1,0,0,,0,,,,,
2022,7,11,HA,JFK,NY,HNL,HI,-10,0,-26,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-13,0,-12,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-12,0,-10,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-9,0,-13,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-8,0,-14,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-8,0,-13,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-8,0,-3,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-5,0,11,11,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-4,0,-10,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-4,0,-3,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-2,0,-6,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,-2,0,9,9,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,0,0,3,3,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,3,3,-3,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,5,5,0,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,12,12,9,9,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,12,12,14,14,0,,0,,,,,
2022,7,11,HA,KOA,HI,HNL,HI,12,12,16,16,0,,0,4,0,0,0,12
2022,7,11,HA,KOA,HI,LAX,CA,4,4,-3,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,LIH,HI,-4,0,-2,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,OAK,CA,0,0,-4,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,OGG,HI,-11,0,-9,0,0,,0,,,,,
2022,7,11,HA,KOA,HI,OGG,HI,-5,0,2,2,0,,0,,,,,
2022,7,11,HA,KOA,HI,OGG,HI,15,15,42,42,0,,0,0,0,27,0,15
2022,7,11,HA,LAS,NV,HNL,HI,-9,0,-27,0,0,,0,,,,,
2022,7,11,HA,LAS,NV,HNL,HI,0,0,-7,0,0,,0,,,,,
2022,7,11,HA,LAS,NV,HNL,HI,28,28,26,26,0,,0,26,0,0,0,0
2022,7,11,HA,LAS,NV,OGG,HI,-2,0,-26,0,0,,0,,,,,
2022,7,11,HA,LAX,CA,HNL,HI,-3,0,-19,0,0,,0,,,,,
2022,7,11,HA,LAX,CA,HNL,HI,12,12,-9,0,0,,0,,,,,
2022,7,11,HA,LAX,CA,HNL,HI,302,302,284,284,0,,0,284,0,0,0,0
2022,7,11,HA,LAX,CA,KOA,HI,1,1,-15,0,0,,0,,,,,
2022,7,11,HA,LAX,CA,LIH,HI,-7,0,-21,0,0,,0,,,,,
2022,7,11,HA,LAX,CA,OGG,HI,-9,0,,,0,,1,,,,,
2022,7,11,HA,LAX,CA,OGG,HI,-1,0,8,8,0,,0,,,,,
2022,7,11,HA,LGB,CA,HNL,HI,9,9,1,1,0,,0,,,,,
2022,7,11,HA,LGB,CA,OGG,HI,-5,0,-10,0,0,,0,,,,,
2022,7,11,HA,LIH,HI,HNL,HI,-12,0,-15,0,0,,0,,,,,
2022,7,11,HA,LIH,HI,HNL,HI,-8,0,-15,0,0,,0,,,,,
2022,7,11,HA,LIH,HI,HNL,HI,-7,0,-10,0,0,,0,,,,,
2022,7,11,HA,LIH,HI,HNL,HI,-7,0,-8,0,0,,0,,,,,
2022,7,11,HA,LIH,HI,HNL,HI,-4,0,-1,0,0,,0,,,,,
2022,7,11,HA,LIH,HI,HNL,HI,-2,0,-3,0,0,,0,,,,,
2022,7,11,HA,LIH,HI,HNL,HI,-1,0,-3,0,0,,0,,,,,
